Cle,Zone,region_fr,province_fr,cercle_fr,commune_fr,nom_fr,nom_ar,type_localite,caractere_zone,milieu,population,menage,total_menages_sd,Longitude,Latitude
Tizguine - Ait Slimane,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Amizmiz,Tizguine,Ait Slimane,أيت سليمان,douar,,rural,66,20,,-8.316966,31.228679
Tizguine - Ait Wagna,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Amizmiz,Tizguine,Ait Wagna,أيت واكنة,douar,,rural,196,41,,-8.322758,31.231367
Tizguine - Assamer,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Amizmiz,Tizguine,Assamer,أسامر,douar,,rural,43,9,,-8.312706,31.238921
Tizguine - Azrou,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Amizmiz,Tizguine,Azrou,أزرو,douar,,rural,250,61,,-8.274838,31.21676
Tizguine - Dhrate,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Amizmiz,Tizguine,Dhrate,الضهرات,douar,,rural,84,18,,-8.326633,31.24364
Tizguine - Ighil,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Amizmiz,Tizguine,Ighil,إغيل,douar,,rural,90,19,,-8.302919,31.222902
Tizguine - Imhi,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Amizmiz,Tizguine,Imhi,إمحي,douar,,rural,273,57,8,-8.316145,31.237552
Tizguine - Agadir Izderen,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Amizmiz,Tizguine,Agadir Izderen,أكادير ازدرن,sous-douar,,rural,19,5,0,-8.314853,31.237295
Tizguine - Tihannaouine,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Amizmiz,Tizguine,Tihannaouine,تحناوين,sous-douar,,rural,7,3,0,-8.317296,31.236286
Tizguine - Tifaddine,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Amizmiz,Tizguine,Tifaddine,تفادين,douar,,rural,30,7,,-8.3143192,31.2393596
Tizguine - Tigrar Ouzdar,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Amizmiz,Tizguine,Tigrar Ouzdar,تكرار أوزذار,douar,,rural,158,33,,-8.32004,31.234496
Tizguine - Tiqilt,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Amizmiz,Tizguine,Tiqilt,تقليت,douar,,rural,35,14,,-8.304393,31.213373
Tizguine - El Mounjli,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Amizmiz,Tizguine,El Mounjli,المنجلي,douar,,rural,53,15,,-8.311353,31.233329
Tizguine - Zaouit Lakram,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Amizmiz,Tizguine,Zaouit Lakram,زاوية الكرم,douar,,rural,17,16,,-8.32746,31.230479
Tizguine - Ighzrane,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Amizmiz,Tizguine,Ighzrane,اغزران,douar,,rural,130,24,,-8.288682,31.222491
Tizguine - Ait M'Hamed Ou Brahim,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Amizmiz,Tizguine,Ait M'Hamed Ou Brahim,أيت محمد ابراهيم,douar,,rural,20,4,,-8.301322,31.216534
Tizguine - Tigrar N'Ouflla,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Amizmiz,Tizguine,Tigrar N'Ouflla,تكرار نوفلا,douar,,rural,81,17,,-8.3143192,31.2393596
Tizguine - Tagadirte,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Amizmiz,Tizguine,Tagadirte,تكاديرت,douar,,rural,10,2,,-8.303871,31.218356
Tizguine - Ouzouten,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Amizmiz,Tizguine,Ouzouten,أزوطن,douar,,rural,110,39,,-8.318232,31.240851
Aghbar - Ikissane,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Aghbar,Ikissane,إكيسان,douar,,rural,107,17,,-8.5,30.90453
Ighil - Amarzggane,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ighil,Amarzggane,أمرزكان,douar,,rural,169,28,,,
Ighil - Amskrajjene,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ighil,Amskrajjene,أمسكراجن,douar,,rural,192,36,6,,
Ighil - Tagadirte,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ighil,Tagadirte,تكاديرت,sous-douar,,rural,30,6,0,-8.31032,30.98023
Ighil - Almouda Boulahbak,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ighil,Almouda Boulahbak,الموضة بولحباق,douar,,rural,39,10,,-8.284969,30.978155
Ighil - Ighil Centre,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ighil,Ighil Centre,إغيل المركز,douar,,rural,322,64,,-8.28803,30.9841
Ighil - Izarrane,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ighil,Izarrane,إزران,douar,,rural,82,13,,-8.27863,30.98003
Ighil - Ouddif,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ighil,Ouddif,أوديف,douar,,rural,323,60,,-8.304542,30.997434
Ighil - Ourzddine,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ighil,Ourzddine,أورزدين,douar,,rural,258,49,,-8.273542,30.995253
Ighil - Taourirte N'Ait Salh,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ighil,Taourirte N'Ait Salh,تاوريرت نايت صالح,douar,,rural,116,20,,-2.8935028,34.3983716
Ighil - Tassila,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ighil,Tassila,تسيلا,douar,,rural,158,29,11,-8.26622,30.97749
Ighil - Takordamte,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ighil,Takordamte,تقوردامت,sous-douar,,rural,55,11,0,,
Ighil - Tizi N'Tigrte,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ighil,Tizi N'Tigrte,تزي نتيكرت,douar,,rural,83,18,,4.4272122,36.66354159999999
Ijoukak - Rekte,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ijoukak,Rekte,أركت,douar,,rural,135,28,,-8.133436,31.026121
Ijoukak - Dar El Aaskar,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ijoukak,Dar El Aaskar,دار العسكر,douar,,rural,32,9,,-8.13382,30.97405
Ijoukak - El Hnaine,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ijoukak,El Hnaine,الحناين,douar,,rural,115,19,,-8.148833,31.015199
Ijoukak - Iguer N'Kourisse,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ijoukak,Iguer N'Kourisse,إكرنكوريس,douar,,rural,160,34,,-8.1625362,30.9973235
Ijoukak - Ijoukak,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ijoukak,Ijoukak,إجوكاك,douar,,rural,280,57,,-8.1538,30.99362
Ijoukak - Inaden,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ijoukak,Inaden,إنادن,douar,,rural,270,50,,-8.150454,31.042647
Ijoukak - Taghbarte,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ijoukak,Taghbarte,تغبارت,douar,,rural,126,26,,-8.12071,30.96944
Ijoukak - Toug El Khir,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ijoukak,Toug El Khir,توك لخير,douar,,rural,152,32,,-8.138267,31.06329
Ijoukak - Outakherri,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ijoukak,Outakherri,أوتاخري,douar,,rural,104,21,5,-8.1625362,30.9973235
Ijoukak - Imghraoune,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ijoukak,Imghraoune,إمغراون,sous-douar,,rural,25,5,0,-8.1625362,30.9973235
Ijoukak - Tigouramine,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ijoukak,Tigouramine,تكرامين,douar,,rural,50,10,,-8.138665,31.07128
Ijoukak - Targa,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ijoukak,Targa,تاركة,douar,,rural,222,38,,-8.143038,31.035014
Ijoukak - Lakhouakh,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Ijoukak,Lakhouakh,لخواخ,douar,,rural,23,5,,-8.166855,31.048025
Imgdal - Aguerd,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Imgdal,Aguerd,أكرض,douar,,rural,318,64,,,
Imgdal - Ait Charrah,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Imgdal,Ait Charrah,أيت شراح,douar,,rural,46,10,,-8.177637,31.126213
Imgdal - Ait Hssayne,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Imgdal,Ait Hssayne,أيت حساين,douar,,rural,284,45,28,-8.206007,31.141092
Imgdal - Izilalne,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Imgdal,Izilalne,إزيلالن,sous-douar,,rural,90,14,0,-8.200945,31.141173
Imgdal - Taourirte,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Imgdal,Taourirte,توريرت,sous-douar,,rural,30,6,0,-8.203677,31.138904
Imgdal - Tizirte,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Imgdal,Tizirte,تيزرت,sous-douar,,rural,81,8,0,-8.188741,31.131952
Imgdal - Anammer,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Imgdal,Anammer,أنامر,douar,,rural,300,70,,-8.194656,31.069583
Imgdal - Aourigh,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Imgdal,Aourigh,أوريغ,douar,,rural,121,28,,,
Imgdal - Samghorte,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Imgdal,Samghorte,سمغورت,douar,,rural,160,28,,-8.221989,31.099034
Imgdal - Taghzoute,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Imgdal,Taghzoute,تغزوت,douar,,rural,112,22,,-8.207828,31.102497
Imgdal - Taourirte,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Imgdal,Taourirte,توريرت,douar,,rural,300,80,15,-8.203677,31.138904
Imgdal - Taourirtane,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Imgdal,Taourirtane,توريرتان,sous-douar,,rural,40,15,0,-8.193884,31.065853
Imgdal - Tizi Imlil,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Imgdal,Tizi Imlil,تيزي إمليل,douar,,rural,188,27,,-8.183311,31.102367
Imgdal - Wakhfamane,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Imgdal,Wakhfamane,واخفمان,douar,,rural,107,10,,,
Imgdal - Wassantote,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Imgdal,Wassantote,وسنطوط,douar,,rural,258,44,8,-8.184861,31.090439
Imgdal - Dar Ikraine,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Imgdal,Dar Ikraine,دار اكرين,sous-douar,,rural,32,8,0,-8.182539,31.092506
Imgdal - Warti,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Imgdal,Warti,وارتي,douar,,rural,105,26,,-8.207757,31.062431
Imgdal - Tiguerslt,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Imgdal,Tiguerslt,تيكرسلت,douar,,rural,53,8,,-8.207947,31.098289
Talat N'Yaaqoub - Agadirane,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Agadirane,أكاديران,douar,,rural,90,28,,-8.16818,30.97061
Talat N'Yaaqoub - Aghbarane,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Aghbarane,أغباران,douar,,rural,89,20,,-8.2199,30.95242
Talat N'Yaaqoub - Aguni,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Aguni,أكني,douar,,rural,109,30,,-8.1897211,30.9890101
Talat N'Yaaqoub - Agourguine,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Agourguine,أكركين,douar,,rural,30,11,,-8.21239,30.96196
Talat N'Yaaqoub - Ahachi,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Ahachi,أهاشي,douar,,rural,32,9,,-8.24895,30.95509
Talat N'Yaaqoub - Ait Berihi,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Ait Berihi,أيت بريهي,douar,,rural,120,32,,-8.19565,30.99486
Talat N'Yaaqoub - Ait Mekraze,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Ait Mekraze,أيت مكراز,douar,,rural,102,27,,-8.279725,30.918753
Talat N'Yaaqoub - Alla N'Oumerzi,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Alla N'Oumerzi,ألا نمرزي,douar,,rural,64,24,,-8.15916,30.97887
Talat N'Yaaqoub - Amssed,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Amssed,أمسد,douar,,rural,117,21,,-8.31287,30.94008
Talat N'Yaaqoub - Anebdour,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Anebdour,أنبدور,douar,,rural,100,17,,-8.25423,30.97275
Talat N'Yaaqoub - Arg,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Arg,أرك,douar,,rural,138,37,,-8.277885,30.921394
Talat N'Yaaqoub - Arghen,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Arghen,أرغن,douar,,rural,144,40,,-8.232395,30.983388
Talat N'Yaaqoub - Assoul,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Assoul,أسول,douar,,rural,245,59,,-8.28745,30.92861
Talat N'Yaaqoub - Azal,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Azal,أزال,douar,,rural,78,23,,-8.266605,30.949366
Talat N'Yaaqoub - Azrou N'Souk,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Azrou N'Souk,أزرو نسوق,douar,,rural,152,30,,-8.16817,30.99766
Talat N'Yaaqoub - Dougouj,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Dougouj,الدوكوج,douar,,rural,182,45,,-8.19703,30.98963
Talat N'Yaaqoub - Dou Taourirte,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Dou Taourirte,دو توريرت,douar,,rural,52,12,,-8.1897211,30.9890101
Talat N'Yaaqoub - Idni,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Idni,إدني,douar,,rural,48,14,,-8.292328,30.913033
Talat N'Yaaqoub - Ifzdaden,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Ifzdaden,إفزضاضن,douar,,rural,54,15,,-8.308185,30.908996
Talat N'Yaaqoub - Ifouriren,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Ifouriren,إفوريرن,douar,,rural,123,26,,-8.24085,30.97136
Talat N'Yaaqoub - Ighil,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Ighil,إغيل,douar,,rural,93,32,,-8.25612,30.9519
Talat N'Yaaqoub - Imaounane,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Imaounane,إماونان,douar,,rural,125,28,,-8.2023,30.99276
Talat N'Yaaqoub - Infgane,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Infgane,إنفكان,douar,,rural,120,25,3,-8.15164,30.98673
Talat N'Yaaqoub - Mandidere,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Mandidere,منديدر,sous-douar,,rural,8,2,0,-8.151447,30.985444
Talat N'Yaaqoub - Imi N'Terki,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Imi N'Terki,امي نتركي,sous-douar,,rural,3,1,0,-8.151876,30.984828
Talat N'Yaaqoub - Isqualen,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Isqualen,إسقالن,douar,,rural,163,36,,-8.269805,30.936131
Talat N'Yaaqoub - Mchadil,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Mchadil,مشاضيل,douar,,rural,258,78,,-8.28111,30.92839
Talat N'Yaaqoub - M'Zouzite,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,M'Zouzite,امزوزيت,douar,,rural,22,6,,-8.243502,30.970728
Talat N'Yaaqoub - Oukhriben,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Oukhriben,أوخريبن,douar,,rural,161,31,,-8.253861,30.978808
Talat N'Yaaqoub - Aderg,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Aderg,أدرك,douar,,rural,98,18,,-8.248785,30.975284
Talat N'Yaaqoub - Taguadirte,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Taguadirte,تكديرت,douar,,rural,63,19,8,-8.20816,30.96726
Talat N'Yaaqoub - Ifguisse,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Ifguisse,إفكيس,sous-douar,,rural,24,8,0,-8.207377,30.964022
Talat N'Yaaqoub - Tagmoute,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Tagmoute,تكموت,douar,,rural,251,74,,-8.276394,30.934247
Talat N'Yaaqoub - Talat N'Yacoub,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Talat N'Yacoub,تلاث نيعقوب,douar,,rural,336,82,,-8.192366,30.986849
Talat N'Yaaqoub - Talat N'Yassine,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Talat N'Yassine,تلاث نياسين,douar,,rural,254,73,,-8.17299,30.98332
Talat N'Yaaqoub - Tanzate,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Tanzate,تنزاط,douar,,rural,110,17,,-8.293127,30.903818
Talat N'Yaaqoub - Taous,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Taous,تاوس,douar,,rural,74,26,,-8.272943,30.943864
Talat N'Yaaqoub - Tasgua N'Ouarg,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Tasgua N'Ouarg,تسكا نوارك,douar,,rural,34,10,,-8.163208,30.982809
Talat N'Yaaqoub - Tasouakte,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Tasouakte,تسواكت,douar,,rural,60,14,,-8.24709,30.9593
Talat N'Yaaqoub - Tazalte,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Tazalte,تزالت,douar,,rural,130,29,,-8.247856,30.980132
Talat N'Yaaqoub - Tikioute,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Tikioute,تيكيوت,douar,,rural,220,55,,-8.175385,31.00002
Talat N'Yaaqoub - Timlilte,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Timlilte,تيمليلت,douar,,rural,70,19,,-8.20877,30.9767
Talat N'Yaaqoub - Timsal,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Timsal,تيمسال,douar,,rural,58,14,,-8.27799,30.92404
Talat N'Yaaqoub - Tinmel,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Tinmel,تنمل,douar,,rural,245,63,,-8.2262,30.9855
Talat N'Yaaqoub - Tizagharine,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Tizagharine,تيزغارين,douar,,rural,39,7,,-8.23004,30.98173
Talat N'Yaaqoub - Toukhribine,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Toukhribine,تخريبين,douar,,rural,50,16,,-8.171149,30.975777
Talat N'Yaaqoub - Touzoutane,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Touzoutane,تزوطان,douar,,rural,98,21,,-8.213499,30.958275
Talat N'Yaaqoub - Zaouite N'Tassafte,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Zaouite N'Tassafte,الزاويت نتسافت,douar,,rural,94,26,,-8.1897211,30.9890101
Talat N'Yaaqoub - Aghbalou,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Aghbalou,أغبالو,douar,,rural,89,26,6,-8.256237,30.933171
Talat N'Yaaqoub - Afourigh,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Afourigh,أفوريغ,sous-douar,,rural,30,6,0,-8.255315,30.936765
Talat N'Yaaqoub - Ait Boujemaa,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Ait Boujemaa,أيت بوجمعة,douar,,rural,37,10,,-8.261844,30.933646
Talat N'Yaaqoub - Amegdoul,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Amegdoul,أمكدول,douar,,rural,629,134,104,-8.183826,30.990651
Talat N'Yaaqoub - Lbour N'Omegdoul,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Lbour N'Omegdoul,البور نمكدول,sous-douar,,rural,488,104,0,-8.181112,30.986485
Talat N'Yaaqoub - Artatayn,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Artatayn,أرتتاين,douar,,rural,78,12,,-8.265233,30.93058
Talat N'Yaaqoub - Goukten,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Goukten,كوكتن,douar,,rural,40,12,,-8.262247,30.934994
Talat N'Yaaqoub - Imi N'Ougarzi,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Imi N'Ougarzi,إمي نكرزي,douar,,rural,250,53,,-8.158305,30.999681
Talat N'Yaaqoub - Tamaroute,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Tamaroute,تماروت,douar,,rural,159,36,,-8.251005,30.934071
Talat N'Yaaqoub - Tarouate,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Tarouate,تروات,douar,,rural,28,9,,-8.189452,30.993445
Talat N'Yaaqoub - Tassouante,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Tassouante,تساونت,douar,,rural,72,19,,-8.194919,30.987753
Talat N'Yaaqoub - Tigmma Nigrane,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Tigmma Nigrane,تيكما نيكران,douar,,rural,34,11,,-8.1897211,30.9890101
Talat N'Yaaqoub - Timirghte,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Timirghte,تيميرغت,douar,,rural,176,6,,-8.164431,30.999078
Talat N'Yaaqoub - Timizar,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Timizar,تيميزار,douar,,rural,58,12,,-8.250629,30.976829
Talat N'Yaaqoub - Ouiguite,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Ouiguite,ويكيت,douar,,rural,32,7,,-8.258226,30.934653
Talat N'Yaaqoub - Taourirte,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Taourirte,توريرت,douar,,rural,12,3,,-8.169525,30.973393
Talat N'Yaaqoub - Aghraradane,10-30Km zone a risque tres eleve,Marrakech-Safi,Al Haouz,Asni,Talat N'Yaaqoub,Aghraradane,أغررضان,douar,,rural,27,10,,-8.167375,30.98435
Ait Haddou Youssef - Assif Lahlou,10-30Km zone a risque tres eleve,Marrakech-Safi,Chichaoua,Imintanoute,Ait Haddou Youssef,Assif Lahlou,أسيف الحلو,douar,,rural,370,126,32,-8.67771,30.92525
Ait Haddou Youssef - Msedat,10-30Km zone a risque tres eleve,Marrakech-Safi,Chichaoua,Imintanoute,Ait Haddou Youssef,Msedat,مسدات,sous-douar,,rural,170,32,0,-8.672133,30.925998
Ait Haddou Youssef - Aguersafene,10-30Km zone a risque tres eleve,Marrakech-Safi,Chichaoua,Imintanoute,Ait Haddou Youssef,Aguersafene,أكرسافن,douar,,rural,380,67,,-8.70174,30.95804
Ait Haddou Youssef - Ait Zemlal,10-30Km zone a risque tres eleve,Marrakech-Safi,Chichaoua,Imintanoute,Ait Haddou Youssef,Ait Zemlal,أيت زملال,douar,,rural,350,57,,-8.707694,30.955115
Ait Haddou Youssef - Ighelemen,10-30Km zone a risque tres eleve,Marrakech-Safi,Chichaoua,Imintanoute,Ait Haddou Youssef,Ighelemen,إغلمن,douar,,rural,320,70,20,-8.65204,30.93584
Ait Haddou Youssef - Alouss,10-30Km zone a risque tres eleve,Marrakech-Safi,Chichaoua,Imintanoute,Ait Haddou Youssef,Alouss,علوس,sous-douar,,rural,100,20,0,-8.648128,30.934775
Ait Haddou Youssef - Targa Oufella,10-30Km zone a risque tres eleve,Marrakech-Safi,Chichaoua,Imintanoute,Ait Haddou Youssef,Targa Oufella,تاركة أوفلا,douar,,rural,360,75,,-8.63373,30.932
Ait Haddou Youssef - Tinerghat,10-30Km zone a risque tres eleve,Marrakech-Safi,Chichaoua,Imintanoute,Ait Haddou Youssef,Tinerghat,تنرغات,douar,,rural,450,95,,-8.6833,30.94302
